line_num,token_num,token_str,term_str
15,2,updated:,updated
15,3,January,january
15,4,24,24
15,5,2021],2021
17,0,Language:,language
17,1,English,english
19,0,Character,character
19,1,set,set
19,2,encoding:,encoding
19,3,UTF-8,utf8
21,0,Produced,produced
21,1,by:,by
21,2,Alex,alex
21,3,Cabal,cabal
21,4,for,for
21,5,the,the
21,6,Standard,standard
21,7,Ebooks,ebooks
21,8,"project,",project
21,9,based,based
21,10,on,on
21,11,a,a
22,0,transcription,transcription
22,1,produced,produced
22,2,for,for
22,3,Project,project
22,4,Gutenberg,gutenberg
22,5,Australia.,australia
24,0,***,
24,1,START,start
24,2,OF,of
24,3,THE,the
24,4,PROJECT,project
24,5,GUTENBERG,gutenberg
24,6,EBOOK,ebook
24,7,THE,the
24,8,GREAT,great
24,9,GATSBY,gatsby
24,10,***,
27,0,The,the
27,1,Great,great
27,2,Gatsby,gatsby
28,0,by,by
29,0,F.,f
29,1,Scott,scott
29,2,Fitzgerald,fitzgerald
32,0,Table,table
32,1,of,of
32,2,Contents,contents
34,0,I,i
35,0,II,ii
36,0,III,iii
37,0,IV,iv
38,0,V,v
39,0,VI,vi
40,0,VII,vii
41,0,VIII,viii
42,0,IX,ix
45,0,Once,once
45,1,again,again
46,0,to,to
47,0,Zelda,zelda
49,0,Then,then
49,1,wear,wear
49,2,the,the
49,3,gold,gold
49,4,"hat,",hat
49,5,if,if
49,6,that,that
49,7,will,will
49,8,move,move
49,9,her;,her
50,0,If,if
50,1,you,you
50,2,can,can
50,3,bounce,bounce
50,4,"high,",high
50,5,bounce,bounce
50,6,for,for
50,7,her,her
50,8,"too,",too
51,0,Till,till
51,1,she,she
51,2,cry,cry
51,3,"“Lover,",lover
51,4,"gold-hatted,",goldhatted
51,5,high-bouncing,highbouncing
51,6,"lover,",lover
52,0,I,i
52,1,must,must
52,2,have,have
52,3,you!”,you
54,0,Thomas,thomas
54,1,Parke,parke
54,2,d’Invilliers,dinvilliers
57,0,I,i
59,0,In,in
59,1,my,my
59,2,younger,younger
59,3,and,and
59,4,more,more
59,5,vulnerable,vulnerable
59,6,years,years
59,7,my,my
59,8,father,father
59,9,gave,gave
59,10,me,me
59,11,some,some
59,12,advice,advice
60,0,that,that
60,1,I’ve,ive
60,2,been,been
60,3,turning,turning
60,4,over,over
60,5,in,in
60,6,my,my
60,7,mind,mind
60,8,ever,ever
60,9,since.,since
62,0,“Whenever,whenever
62,1,you,you
62,2,feel,feel
62,3,like,like
62,4,criticizing,criticizing
62,5,"anyone,”",anyone
62,6,he,he
62,7,told,told
62,8,"me,",me
62,9,“just,just
63,0,remember,remember
63,1,that,that
63,2,all,all
63,3,the,the
63,4,people,people
63,5,in,in
63,6,this,this
63,7,world,world
63,8,haven’t,havent
63,9,had,had
63,10,the,the
63,11,advantages,advantages
64,0,that,that
64,1,you’ve,youve
64,2,had.”,had
66,0,He,he
66,1,didn’t,didnt
66,2,say,say
66,3,any,any
66,4,"more,",more
66,5,but,but
66,6,we’ve,weve
66,7,always,always
66,8,been,been
66,9,unusually,unusually
66,10,communicative,communicative
67,0,in,in
67,1,a,a
67,2,reserved,reserved
67,3,"way,",way
67,4,and,and
67,5,I,i
67,6,understood,understood
67,7,that,that
67,8,he,he
67,9,meant,meant
67,10,a,a
67,11,great,great
67,12,deal,deal
67,13,more,more
68,0,than,than
68,1,that.,that
68,2,In,in
68,3,"consequence,",consequence
68,4,I’m,im
68,5,inclined,inclined
68,6,to,to
68,7,reserve,reserve
68,8,all,all
68,9,"judgements,",judgements
68,10,a,a
69,0,habit,habit
69,1,that,that
69,2,has,has
69,3,opened,opened
69,4,up,up
69,5,many,many
69,6,curious,curious
69,7,natures,natures
69,8,to,to
69,9,me,me
69,10,and,and
69,11,also,also
69,12,made,made
69,13,me,me
70,0,the,the
70,1,victim,victim
70,2,of,of
70,3,not,not
70,4,a,a
70,5,few,few
70,6,veteran,veteran
70,7,bores.,bores
70,8,The,the
70,9,abnormal,abnormal
70,10,mind,mind
70,11,is,is
70,12,quick,quick
70,13,to,to
71,0,detect,detect
71,1,and,and
71,2,attach,attach
71,3,itself,itself
71,4,to,to
71,5,this,this
71,6,quality,quality
71,7,when,when
71,8,it,it
71,9,appears,appears
71,10,in,in
71,11,a,a
71,12,normal,normal
72,0,"person,",person
72,1,and,and
72,2,so,so
72,3,it,it
72,4,came,came
72,5,about,about
72,6,that,that
72,7,in,in
72,8,college,college
72,9,I,i
72,10,was,was
72,11,unjustly,unjustly
72,12,accused,accused
72,13,of,of
73,0,being,being
73,1,a,a
73,2,"politician,",politician
73,3,because,because
73,4,I,i
73,5,was,was
73,6,privy,privy
73,7,to,to
73,8,the,the
73,9,secret,secret
73,10,griefs,griefs
73,11,of,of
73,12,"wild,",wild
74,0,unknown,unknown
74,1,men.,men
74,2,Most,most
74,3,of,of
74,4,the,the
74,5,confidences,confidences
74,6,were,were
74,7,unsought—frequently,unsoughtfrequently
74,8,I,i
74,9,have,have
75,0,feigned,feigned
75,1,"sleep,",sleep
75,2,"preoccupation,",preoccupation
75,3,or,or
75,4,a,a
75,5,hostile,hostile
75,6,levity,levity
75,7,when,when
75,8,I,i
75,9,realized,realized
75,10,by,by
76,0,some,some
76,1,unmistakable,unmistakable
76,2,sign,sign
76,3,that,that
76,4,an,an
76,5,intimate,intimate
76,6,revelation,revelation
76,7,was,was
76,8,quivering,quivering
76,9,on,on
77,0,the,the
77,1,horizon;,horizon
77,2,for,for
77,3,the,the
77,4,intimate,intimate
77,5,revelations,revelations
77,6,of,of
77,7,young,young
77,8,"men,",men
77,9,or,or
77,10,at,at
77,11,least,least
78,0,the,the
78,1,terms,terms
78,2,in,in
78,3,which,which
78,4,they,they
78,5,express,express
78,6,"them,",them
78,7,are,are
78,8,usually,usually
78,9,plagiaristic,plagiaristic
78,10,and,and
79,0,marred,marred
79,1,by,by
79,2,obvious,obvious
79,3,suppressions.,suppressions
79,4,Reserving,reserving
79,5,judgements,judgements
79,6,is,is
79,7,a,a
79,8,matter,matter
79,9,of,of
80,0,infinite,infinite
80,1,hope.,hope
80,2,I,i
80,3,am,am
80,4,still,still
80,5,a,a
80,6,little,little
80,7,afraid,afraid
80,8,of,of
80,9,missing,missing
80,10,something,something
80,11,if,if
80,12,I,i
81,0,forget,forget
81,1,"that,",that
81,2,as,as
81,3,my,my
81,4,father,father
81,5,snobbishly,snobbishly
81,6,"suggested,",suggested
81,7,and,and
81,8,I,i
81,9,snobbishly,snobbishly
82,0,"repeat,",repeat
82,1,a,a
82,2,sense,sense
82,3,of,of
82,4,the,the
82,5,fundamental,fundamental
82,6,decencies,decencies
82,7,is,is
82,8,parcelled,parcelled
82,9,out,out
83,0,unequally,unequally
83,1,at,at
83,2,birth.,birth
85,0,"And,",and
85,1,after,after
85,2,boasting,boasting
85,3,this,this
85,4,way,way
85,5,of,of
85,6,my,my
85,7,"tolerance,",tolerance
85,8,I,i
85,9,come,come
85,10,to,to
85,11,the,the
85,12,admission,admission
86,0,that,that
86,1,it,it
86,2,has,has
86,3,a,a
86,4,limit.,limit
86,5,Conduct,conduct
86,6,may,may
86,7,be,be
86,8,founded,founded
86,9,on,on
86,10,the,the
86,11,hard,hard
86,12,rock,rock
86,13,or,or
86,14,the,the
87,0,wet,wet
87,1,"marshes,",marshes
87,2,but,but
87,3,after,after
87,4,a,a
87,5,certain,certain
87,6,point,point
87,7,I,i
87,8,don’t,dont
87,9,care,care
87,10,what,what
87,11,it’s,its
87,12,founded,founded
88,0,on.,on
88,1,When,when
88,2,I,i
88,3,came,came
88,4,back,back
88,5,from,from
88,6,the,the
88,7,East,east
88,8,last,last
88,9,autumn,autumn
88,10,I,i
88,11,felt,felt
88,12,that,that
88,13,I,i
88,14,wanted,wanted
89,0,the,the
89,1,world,world
89,2,to,to
89,3,be,be
89,4,in,in
89,5,uniform,uniform
89,6,and,and
89,7,at,at
89,8,a,a
89,9,sort,sort
89,10,of,of
89,11,moral,moral
89,12,attention,attention
89,13,forever;,forever
89,14,I,i
90,0,wanted,wanted
90,1,no,no
90,2,more,more
90,3,riotous,riotous
90,4,excursions,excursions
90,5,with,with
90,6,privileged,privileged
90,7,glimpses,glimpses
90,8,into,into
90,9,the,the
91,0,human,human
91,1,heart.,heart
91,2,Only,only
91,3,"Gatsby,",gatsby
91,4,the,the
91,5,man,man
91,6,who,who
91,7,gives,gives
91,8,his,his
91,9,name,name
91,10,to,to
91,11,this,this
91,12,"book,",book
91,13,was,was
92,0,exempt,exempt
92,1,from,from
92,2,my,my
92,3,"reaction—Gatsby,",reactiongatsby
92,4,who,who
92,5,represented,represented
92,6,everything,everything
92,7,for,for
92,8,which,which
92,9,I,i
93,0,have,have
93,1,an,an
93,2,unaffected,unaffected
93,3,scorn.,scorn
93,4,If,if
93,5,personality,personality
93,6,is,is
93,7,an,an
93,8,unbroken,unbroken
93,9,series,series
93,10,of,of
94,0,successful,successful
94,1,"gestures,",gestures
94,2,then,then
94,3,there,there
94,4,was,was
94,5,something,something
94,6,gorgeous,gorgeous
94,7,about,about
94,8,"him,",him
94,9,some,some
95,0,heightened,heightened
95,1,sensitivity,sensitivity
95,2,to,to
95,3,the,the
95,4,promises,promises
95,5,of,of
95,6,"life,",life
95,7,as,as
95,8,if,if
95,9,he,he
95,10,were,were
95,11,related,related
96,0,to,to
96,1,one,one
96,2,of,of
96,3,those,those
96,4,intricate,intricate
96,5,machines,machines
96,6,that,that
96,7,register,register
96,8,earthquakes,earthquakes
96,9,ten,ten
97,0,thousand,thousand
97,1,miles,miles
97,2,away.,away
97,3,This,this
97,4,responsiveness,responsiveness
97,5,had,had
97,6,nothing,nothing
97,7,to,to
97,8,do,do
97,9,with,with
97,10,that,that
98,0,flabby,flabby
98,1,impressionability,impressionability
98,2,which,which
98,3,is,is
98,4,dignified,dignified
98,5,under,under
98,6,the,the
98,7,name,name
98,8,of,of
98,9,the,the
99,0,“creative,creative
99,1,temperament”—it,temperamentit
99,2,was,was
99,3,an,an
99,4,extraordinary,extraordinary
99,5,gift,gift
99,6,for,for
99,7,"hope,",hope
99,8,a,a
100,0,romantic,romantic
100,1,readiness,readiness
100,2,such,such
100,3,as,as
100,4,I,i
100,5,have,have
100,6,never,never
100,7,found,found
100,8,in,in
100,9,any,any
100,10,other,other
100,11,person,person
100,12,and,and
101,0,which,which
101,1,it,it
101,2,is,is
101,3,not,not
101,4,likely,likely
101,5,I,i
101,6,shall,shall
101,7,ever,ever
101,8,find,find
101,9,again.,again
101,10,No—Gatsby,nogatsby
101,11,turned,turned
101,12,out,out
102,0,all,all
102,1,right,right
102,2,at,at
102,3,the,the
102,4,end;,end
102,5,it,it
102,6,is,is
102,7,what,what
102,8,preyed,preyed
102,9,on,on
102,10,"Gatsby,",gatsby
102,11,what,what
102,12,foul,foul
102,13,dust,dust
103,0,floated,floated
103,1,in,in
103,2,the,the
103,3,wake,wake
103,4,of,of
103,5,his,his
103,6,dreams,dreams
103,7,that,that
103,8,temporarily,temporarily
103,9,closed,closed
103,10,out,out
103,11,my,my
104,0,interest,interest
104,1,in,in
104,2,the,the
104,3,abortive,abortive
104,4,sorrows,sorrows
104,5,and,and
104,6,short-winded,shortwinded
104,7,elations,elations
104,8,of,of
104,9,men.,men
106,0,------------------------------------------------------------------------,
108,0,My,my
108,1,family,family
108,2,have,have
108,3,been,been
108,4,"prominent,",prominent
108,5,well-to-do,welltodo
108,6,people,people
108,7,in,in
108,8,this,this
108,9,Middle,middle
109,0,Western,western
109,1,city,city
109,2,for,for
109,3,three,three
109,4,generations.,generations
109,5,The,the
109,6,Carraways,carraways
109,7,are,are
109,8,something,something
109,9,of,of
109,10,a,a
110,0,"clan,",clan
110,1,and,and
110,2,we,we
110,3,have,have
110,4,a,a
110,5,tradition,tradition
110,6,that,that
110,7,we’re,were
110,8,descended,descended
110,9,from,from
110,10,the,the
110,11,Dukes,dukes
110,12,of,of
111,0,"Buccleuch,",buccleuch
111,1,but,but
111,2,the,the
111,3,actual,actual
111,4,founder,founder
111,5,of,of
111,6,my,my
111,7,line,line
111,8,was,was
111,9,my,my
111,10,grandfather’s,grandfathers
112,0,"brother,",brother
112,1,who,who
112,2,came,came
112,3,here,here
112,4,in,in
112,5,"fifty-one,",fiftyone
112,6,sent,sent
112,7,a,a
112,8,substitute,substitute
112,9,to,to
112,10,the,the
112,11,Civil,civil
113,0,"War,",war
113,1,and,and
113,2,started,started
113,3,the,the
113,4,wholesale,wholesale
113,5,hardware,hardware
113,6,business,business
113,7,that,that
113,8,my,my
113,9,father,father
114,0,carries,carries
114,1,on,on
114,2,today.,today
116,0,I,i
116,1,never,never
116,2,saw,saw
116,3,this,this
116,4,"great-uncle,",greatuncle
116,5,but,but
116,6,I’m,im
116,7,supposed,supposed
116,8,to,to
116,9,look,look
116,10,like,like
116,11,him—with,himwith
117,0,special,special
117,1,reference,reference
117,2,to,to
117,3,the,the
117,4,rather,rather
117,5,hard-boiled,hardboiled
117,6,painting,painting
117,7,that,that
117,8,hangs,hangs
117,9,in,in
118,0,father’s,fathers
118,1,office.,office
118,2,I,i
118,3,graduated,graduated
118,4,from,from
118,5,New,new
118,6,Haven,haven
118,7,in,in
118,8,"1915,",1915
118,9,just,just
118,10,a,a
118,11,quarter,quarter
118,12,of,of
119,0,a,a
119,1,century,century
119,2,after,after
119,3,my,my
119,4,"father,",father
119,5,and,and
119,6,a,a
119,7,little,little
119,8,later,later
119,9,I,i
119,10,participated,participated
119,11,in,in
119,12,that,that
120,0,delayed,delayed
120,1,Teutonic,teutonic
120,2,migration,migration
120,3,known,known
120,4,as,as
120,5,the,the
120,6,Great,great
120,7,War.,war
120,8,I,i
120,9,enjoyed,enjoyed
120,10,the,the
121,0,counter-raid,counterraid
121,1,so,so
121,2,thoroughly,thoroughly
121,3,that,that
121,4,I,i
121,5,came,came
121,6,back,back
121,7,restless.,restless
121,8,Instead,instead
121,9,of,of
121,10,being,being
122,0,the,the
122,1,warm,warm
122,2,centre,centre
122,3,of,of
122,4,the,the
122,5,"world,",world
122,6,the,the
122,7,Middle,middle
122,8,West,west
122,9,now,now
122,10,seemed,seemed
122,11,like,like
122,12,the,the
123,0,ragged,ragged
123,1,edge,edge
123,2,of,of
123,3,the,the
123,4,universe—so,universeso
123,5,I,i
123,6,decided,decided
123,7,to,to
123,8,go,go
123,9,East,east
123,10,and,and
123,11,learn,learn
123,12,the,the
123,13,bond,bond
124,0,business.,business
124,1,Everybody,everybody
124,2,I,i
124,3,knew,knew
124,4,was,was
124,5,in,in
124,6,the,the
124,7,bond,bond
124,8,"business,",business
124,9,so,so
124,10,I,i
124,11,supposed,supposed
124,12,it,it
125,0,could,could
125,1,support,support
125,2,one,one
125,3,more,more
125,4,single,single
125,5,man.,man
125,6,All,all
125,7,my,my
125,8,aunts,aunts
125,9,and,and
125,10,uncles,uncles
125,11,talked,talked
125,12,it,it
126,0,over,over
126,1,as,as
126,2,if,if
126,3,they,they
126,4,were,were
126,5,choosing,choosing
126,6,a,a
126,7,prep,prep
126,8,school,school
126,9,for,for
126,10,"me,",me
126,11,and,and
126,12,finally,finally
126,13,"said,",said
127,0,"“Why—ye-es,”",whyyees
127,1,with,with
127,2,very,very
127,3,"grave,",grave
127,4,hesitant,hesitant
127,5,faces.,faces
127,6,Father,father
127,7,agreed,agreed
127,8,to,to
127,9,finance,finance
128,0,me,me
128,1,for,for
128,2,a,a
128,3,"year,",year
128,4,and,and
128,5,after,after
128,6,various,various
128,7,delays,delays
128,8,I,i
128,9,came,came
128,10,"East,",east
128,11,"permanently,",permanently
128,12,I,i
129,0,"thought,",thought
129,1,in,in
129,2,the,the
129,3,spring,spring
129,4,of,of
129,5,twenty-two.,twentytwo
131,0,The,the
131,1,practical,practical
131,2,thing,thing
131,3,was,was
131,4,to,to
131,5,find,find
131,6,rooms,rooms
131,7,in,in
131,8,the,the
131,9,"city,",city
131,10,but,but
131,11,it,it
131,12,was,was
131,13,a,a
131,14,warm,warm
132,0,"season,",season
132,1,and,and
132,2,I,i
132,3,had,had
132,4,just,just
132,5,left,left
132,6,a,a
132,7,country,country
132,8,of,of
132,9,wide,wide
132,10,lawns,lawns
132,11,and,and
132,12,friendly,friendly
133,0,"trees,",trees
133,1,so,so
133,2,when,when
133,3,a,a
133,4,young,young
133,5,man,man
133,6,at,at
133,7,the,the
133,8,office,office
133,9,suggested,suggested
133,10,that,that
133,11,we,we
133,12,take,take
133,13,a,a
134,0,house,house
134,1,together,together
134,2,in,in
134,3,a,a
134,4,commuting,commuting
134,5,"town,",town
134,6,it,it
134,7,sounded,sounded
134,8,like,like
134,9,a,a
134,10,great,great
134,11,idea.,idea
134,12,He,he
135,0,found,found
135,1,the,the
135,2,"house,",house
135,3,a,a
135,4,weather-beaten,weatherbeaten
135,5,cardboard,cardboard
135,6,bungalow,bungalow
135,7,at,at
135,8,eighty,eighty
135,9,a,a
136,0,"month,",month
136,1,but,but
136,2,at,at
136,3,the,the
136,4,last,last
136,5,minute,minute
136,6,the,the
136,7,firm,firm
136,8,ordered,ordered
136,9,him,him
136,10,to,to
136,11,"Washington,",washington
136,12,and,and
137,0,I,i
137,1,went,went
137,2,out,out
137,3,to,to
137,4,the,the
137,5,country,country
137,6,alone.,alone
137,7,I,i
137,8,had,had
137,9,a,a
137,10,dog—at,dogat
137,11,least,least
137,12,I,i
137,13,had,had
137,14,him,him
137,15,for,for
137,16,a,a
138,0,few,few
138,1,days,days
138,2,until,until
138,3,he,he
138,4,ran,ran
138,5,away—and,awayand
138,6,an,an
138,7,old,old
138,8,Dodge,dodge
138,9,and,and
138,10,a,a
138,11,Finnish,finnish
138,12,"woman,",woman
138,13,who,who
139,0,made,made
139,1,my,my
139,2,bed,bed
139,3,and,and
139,4,cooked,cooked
139,5,breakfast,breakfast
139,6,and,and
139,7,muttered,muttered
139,8,Finnish,finnish
139,9,wisdom,wisdom
139,10,to,to
140,0,herself,herself
140,1,over,over
140,2,the,the
140,3,electric,electric
140,4,stove.,stove
142,0,It,it
142,1,was,was
142,2,lonely,lonely
142,3,for,for
142,4,a,a
142,5,day,day
142,6,or,or
142,7,so,so
142,8,until,until
142,9,one,one
142,10,morning,morning
142,11,some,some
142,12,"man,",man
142,13,more,more
143,0,recently,recently
143,1,arrived,arrived
143,2,than,than
143,3,"I,",i
143,4,stopped,stopped
143,5,me,me
143,6,on,on
143,7,the,the
143,8,road.,road
145,0,“How,how
145,1,do,do
145,2,you,you
145,3,get,get
145,4,to,to
145,5,West,west
145,6,Egg,egg
145,7,village?”,village
145,8,he,he
145,9,asked,asked
145,10,helplessly.,helplessly
147,0,I,i
147,1,told,told
147,2,him.,him
147,3,And,and
147,4,as,as
147,5,I,i
147,6,walked,walked
147,7,on,on
147,8,I,i
147,9,was,was
147,10,lonely,lonely
147,11,no,no
147,12,longer.,longer
147,13,I,i
147,14,was,was
147,15,a,a
147,16,"guide,",guide
148,0,a,a
148,1,"pathfinder,",pathfinder
148,2,an,an
148,3,original,original
148,4,settler.,settler
148,5,He,he
148,6,had,had
148,7,casually,casually
148,8,conferred,conferred
148,9,on,on
148,10,me,me
148,11,the,the
149,0,freedom,freedom
149,1,of,of
149,2,the,the
149,3,neighbourhood.,neighbourhood
151,0,And,and
151,1,so,so
151,2,with,with
151,3,the,the
151,4,sunshine,sunshine
151,5,and,and
151,6,the,the
151,7,great,great
151,8,bursts,bursts
151,9,of,of
151,10,leaves,leaves
151,11,growing,growing
151,12,on,on
151,13,the,the
152,0,"trees,",trees
152,1,just,just
152,2,as,as
152,3,things,things
152,4,grow,grow
152,5,in,in
152,6,fast,fast
152,7,"movies,",movies
152,8,I,i
152,9,had,had
152,10,that,that
152,11,familiar,familiar
153,0,conviction,conviction
153,1,that,that
153,2,life,life
153,3,was,was
153,4,beginning,beginning
153,5,over,over
153,6,again,again
153,7,with,with
153,8,the,the
153,9,summer.,summer
155,0,There,there
155,1,was,was
155,2,so,so
155,3,much,much
155,4,to,to
155,5,"read,",read
155,6,for,for
155,7,one,one
155,8,"thing,",thing
155,9,and,and
155,10,so,so
155,11,much,much
155,12,fine,fine
155,13,health,health
155,14,to,to
156,0,be,be
156,1,pulled,pulled
156,2,down,down
156,3,out,out
156,4,of,of
156,5,the,the
156,6,young,young
156,7,breath-giving,breathgiving
156,8,air.,air
156,9,I,i
156,10,bought,bought
156,11,a,a
156,12,dozen,dozen
157,0,volumes,volumes
157,1,on,on
157,2,banking,banking
157,3,and,and
157,4,credit,credit
157,5,and,and
157,6,investment,investment
157,7,"securities,",securities
157,8,and,and
157,9,they,they
158,0,stood,stood
158,1,on,on
158,2,my,my
158,3,shelf,shelf
158,4,in,in
158,5,red,red
158,6,and,and
158,7,gold,gold
158,8,like,like
158,9,new,new
158,10,money,money
158,11,from,from
158,12,the,the
158,13,"mint,",mint
159,0,promising,promising
159,1,to,to
159,2,unfold,unfold
159,3,the,the
159,4,shining,shining
159,5,secrets,secrets
159,6,that,that
159,7,only,only
159,8,Midas,midas
159,9,and,and
159,10,Morgan,morgan
159,11,and,and
160,0,Maecenas,maecenas
160,1,knew.,knew
160,2,And,and
160,3,I,i
160,4,had,had
160,5,the,the
160,6,high,high
160,7,intention,intention
160,8,of,of
160,9,reading,reading
160,10,many,many
160,11,other,other
161,0,books,books
161,1,besides.,besides
161,2,I,i
161,3,was,was
161,4,rather,rather
161,5,literary,literary
161,6,in,in
161,7,college—one,collegeone
161,8,year,year
161,9,I,i
161,10,wrote,wrote
161,11,a,a
162,0,series,series
162,1,of,of
162,2,very,very
162,3,solemn,solemn
162,4,and,and
162,5,obvious,obvious
162,6,editorials,editorials
162,7,for,for
162,8,the,the
162,9,Yale,yale
162,10,News—and,newsand
162,11,now,now
163,0,I,i
163,1,was,was
163,2,going,going
163,3,to,to
163,4,bring,bring
163,5,back,back
163,6,all,all
163,7,such,such
163,8,things,things
163,9,into,into
163,10,my,my
163,11,life,life
163,12,and,and
163,13,become,become
164,0,again,again
164,1,that,that
164,2,most,most
164,3,limited,limited
164,4,of,of
164,5,all,all
164,6,"specialists,",specialists
164,7,the,the
164,8,“well-rounded,wellrounded
164,9,man.”,man
165,0,This,this
165,1,isn’t,isnt
165,2,just,just
165,3,an,an
165,4,epigram—life,epigramlife
165,5,is,is
165,6,much,much
165,7,more,more
165,8,successfully,successfully
165,9,looked,looked
165,10,at,at
166,0,from,from
166,1,a,a
166,2,single,single
166,3,"window,",window
166,4,after,after
166,5,all.,all
168,0,It,it
168,1,was,was
168,2,a,a
168,3,matter,matter
168,4,of,of
168,5,chance,chance
168,6,that,that
168,7,I,i
168,8,should,should
168,9,have,have
168,10,rented,rented
168,11,a,a
168,12,house,house
168,13,in,in
168,14,one,one
168,15,of,of
169,0,the,the
169,1,strangest,strangest
169,2,communities,communities
169,3,in,in
169,4,North,north
169,5,America.,america
169,6,It,it
169,7,was,was
169,8,on,on
169,9,that,that
169,10,slender,slender
170,0,riotous,riotous
170,1,island,island
170,2,which,which
170,3,extends,extends
170,4,itself,itself
170,5,due,due
170,6,east,east
170,7,of,of
170,8,New,new
170,9,York—and,yorkand
170,10,where,where
171,0,there,there
171,1,"are,",are
171,2,among,among
171,3,other,other
171,4,natural,natural
171,5,"curiosities,",curiosities
171,6,two,two
171,7,unusual,unusual
171,8,formations,formations
171,9,of,of
172,0,land.,land
172,1,Twenty,twenty
172,2,miles,miles
172,3,from,from
172,4,the,the
172,5,city,city
172,6,a,a
172,7,pair,pair
172,8,of,of
172,9,enormous,enormous
172,10,"eggs,",eggs
172,11,identical,identical
172,12,in,in
173,0,contour,contour
173,1,and,and
173,2,separated,separated
173,3,only,only
173,4,by,by
173,5,a,a
173,6,courtesy,courtesy
173,7,"bay,",bay
173,8,jut,jut
173,9,out,out
173,10,into,into
173,11,the,the
173,12,most,most
174,0,domesticated,domesticated
174,1,body,body
174,2,of,of
174,3,salt,salt
174,4,water,water
174,5,in,in
174,6,the,the
174,7,Western,western
174,8,"hemisphere,",hemisphere
174,9,the,the
174,10,great,great
175,0,wet,wet
175,1,barnyard,barnyard
175,2,of,of
175,3,Long,long
175,4,Island,island
175,5,Sound.,sound
175,6,They,they
175,7,are,are
175,8,not,not
175,9,perfect,perfect
175,10,ovals—like,ovalslike
175,11,the,the
176,0,egg,egg
176,1,in,in
176,2,the,the
176,3,Columbus,columbus
176,4,"story,",story
176,5,they,they
176,6,are,are
176,7,both,both
176,8,crushed,crushed
176,9,flat,flat
176,10,at,at
176,11,the,the
176,12,contact,contact
177,0,end—but,endbut
177,1,their,their
177,2,physical,physical
177,3,resemblance,resemblance
177,4,must,must
177,5,be,be
177,6,a,a
177,7,source,source
177,8,of,of
177,9,perpetual,perpetual
178,0,wonder,wonder
178,1,to,to
178,2,the,the
178,3,gulls,gulls
178,4,that,that
178,5,fly,fly
178,6,overhead.,overhead
178,7,To,to
178,8,the,the
178,9,wingless,wingless
178,10,a,a
178,11,more,more
179,0,interesting,interesting
179,1,phenomenon,phenomenon
179,2,is,is
179,3,their,their
179,4,dissimilarity,dissimilarity
179,5,in,in
179,6,every,every
179,7,particular,particular
180,0,except,except
180,1,shape,shape
180,2,and,and
180,3,size.,size
182,0,I,i
182,1,lived,lived
182,2,at,at
182,3,West,west
182,4,"Egg,",egg
182,5,"the—well,",thewell
182,6,the,the
182,7,less,less
182,8,fashionable,fashionable
182,9,of,of
182,10,the,the
182,11,"two,",two
182,12,though,though
183,0,this,this
183,1,is,is
183,2,a,a
183,3,most,most
183,4,superficial,superficial
183,5,tag,tag
183,6,to,to
183,7,express,express
183,8,the,the
183,9,bizarre,bizarre
183,10,and,and
183,11,not,not
183,12,a,a
183,13,little,little
